NodeID,PositionX,PositionY,PositionZ,Size,Group
房车,3.223768,5.017737,5.200345,13,7
空调,1.134637,4.444391,1.684163,2,5
名场面,1.019744,5.032621,1.781064,30,5
社死,1.430976,4.932528,2.016568,2,5
全程高能,1.337791,5.18524,1.554604,12,5
搞笑视频,1.236666,4.964913,1.653784,11,5
人类迷惑行为,1.440257,5.071283,1.880064,4,5
逗比,1.305553,5.306406,1.749319,13,5
歪果仁,1.589043,5.28747,2.011992,2,5
搞笑,0.9365838,5.21099,1.427999,227,5
星穹铁道流萤,1.135764,6.026667,2.154335,4,5
沙雕,1.242355,5.295028,1.500563,37,5
全程高能,1.337791,5.18524,1.554604,12,5
是在下输了,1.437079,4.945969,1.839824,5,5
人类迷惑行为,1.440257,5.071283,1.880064,4,5
万恶之源,1.290478,5.274719,1.625886,20,5
人类迷惑行为,1.440257,5.071283,1.880064,4,5
是在下输了,1.437079,4.945969,1.839824,5,5
全程高能,1.337791,5.18524,1.554604,12,5
梗图,1.708351,5.504777,1.331347,3,5
逆天,1.458209,5.65354,1.314631,4,5
搞笑图片,1.333187,5.63073,1.567449,4,5
逆天,1.458209,5.65354,1.314631,4,5
Dream Land Days,1.639509,5.618244,1.367337,3,5
全程高能,1.337791,5.18524,1.554604,12,5
Rumors,1.092974,5.013331,2.042001,3,5
名场面,1.019744,5.032621,1.781064,30,5
幽默,0.9775664,5.38323,1.971738,5,5
搞笑研究所,1.186008,5.36839,1.454284,38,5
搞笑视频,1.236666,4.964913,1.653784,11,5
全程高能,1.337791,5.18524,1.554604,12,5
