NodeID,PositionX,PositionY,PositionZ,Size,Group
CP安利,6.729462,3.806612,2.60321,12,3
我嗑的CP最最最甜,6.671096,3.986849,2.697334,3,3
娱乐,7.313167,3.99114,2.269135,137,3
喜人奇妙夜,7.217914,4.19307,1.275927,2,3
娱乐,7.313167,3.99114,2.269135,137,3
每日娱乐趣闻分享,7.396247,3.317781,1.43153,3,3
娱乐资讯,7.352438,3.540738,1.797639,12,3
女团,7.827279,3.504261,2.21818,4,3
娱乐吃瓜大会,7.613529,3.710098,1.914153,10,3
娱乐圈,8.01403,3.604934,2.322372,2,3
女团,7.827279,3.504261,2.21818,4,3
娱乐圈,8.01403,3.604934,2.322372,2,3
韩国,7.719535,3.813567,2.75024,8,3
颜值安利,7.504675,4.221717,2.745594,13,3
甜妹,7.313366,4.665861,2.907344,3,3
娱乐,7.313167,3.99114,2.269135,137,3
NCT,7.514102,3.892969,3.10206,2,3
帅气,7.77269,3.89489,2.829364,2,3
万物皆可KPOP,7.472178,3.702744,2.736536,3,3
帅气,7.77269,3.89489,2.829364,2,3
万物皆可KPOP,7.472178,3.702744,2.736536,3,3
NCT,7.514102,3.892969,3.10206,2,3
韩国,7.719535,3.813567,2.75024,8,3
社会,2.539031,6.443961,1.316449,38,14
热点观察局,2.177204,6.142296,1.122423,15,14
奇葩,1.180225,5.24352,1.580921,31,5
碧蓝航线,1.732792,4.695556,1.448752,2,5
沙雕,1.242355,5.295028,1.500563,37,5
搞笑研究所,1.186008,5.36839,1.454284,38,5
离谱,-0.1991285,5.225695,3.525445,4,4
搞笑的日常,-0.05080025,5.16284,3.447041,2,4
