NodeID,PositionX,PositionY,PositionZ,Size,Group
单机游戏,4.420311,6.739937,7.139832,21,8
MC,4.047708,6.361812,6.949175,4,8
游戏,4.684269,6.775804,7.396548,111,8
高燃,3.694991,1.842007,1.88713,4,2
动漫,3.786443,2.072498,1.541051,8,2
AMV,3.668493,2.052238,1.801098,9,2
热血,3.816828,2.244698,2.063199,7,2
AMV,3.668493,2.052238,1.801098,9,2
MAD·AMV,3.676775,2.065403,2.047863,15,2
动画短片,3.202411,2.321371,1.587282,8,2
玩具,2.752665,2.439389,1.488723,9,2
手办模型,2.505767,2.216567,1.373352,7,2
模玩·周边,2.727579,2.577524,1.364161,13,2
动画,3.248647,2.289715,1.774699,104,2
奥特曼,2.833861,1.944372,1.47362,10,2
动画,3.248647,2.289715,1.774699,104,2
高燃,3.694991,1.842007,1.88713,4,2
AMV,3.668493,2.052238,1.801098,9,2
热血,3.816828,2.244698,2.063199,7,2
燃向,3.970524,7.085799,7.17672,2,8
GMV,4.360898,7.323466,7.424046,12,8
单机游戏,4.420311,6.739937,7.139832,21,8
葫芦娃,4.32168,6.466294,6.624825,2,8
鲤鱼,4.508596,6.434547,6.599293,2,8
单机游戏,4.420311,6.739937,7.139832,21,8
葫芦娃,4.32168,6.466294,6.624825,2,8
鲤鱼,4.508596,6.434547,6.599293,2,8
游戏,4.684269,6.775804,7.396548,111,8
三国杀移动版,4.639092,6.655593,8.185246,3,8
精彩集锦,4.665608,6.743396,7.743502,8,8
单机游戏,4.420311,6.739937,7.139832,21,8
